x,y
506.743,83.716
368.407,515.582
189.86699,407.739
620.92395,279.798
280.55902,414.01602
461.65402,353.85
473.077,218.133
720.62,323.61002
315.754,408.204
841.44,193.662
596.28796,265.686
276.08902,331.41202
594.64197,275.209
55.075,388.295
250.381,372.76602
623.001,99.8
625.743,285.367
675.875,260.811
464.65802,529.143
226.231,331.725
274.76602,407.39
725.026,344.48502
285.543,371.069
459.045,532.638
467.56702,228.487
378.28,464.795
730.26996,277.784
421.293,267.276
711.26,331.53
399.458,421.213
299.16602,421.32
495.35202,377.79602
413.798,427.838
409.01602,403.86502
596.51196,295.695
512.742,436.009
345.944,438.55902
567.381,295.644
491.91,489.54102
449.177,554.232
625.178,189.612
353.797,404.518
53.025997,326.53702
845.17896,312.28702
451.22302,509.58102
320.122,380.996
588.78796,457.776
672.73096,400.55902
278.69202,420.074
628.831,229.26
189.888,420.928
456.599,475.778
787.938,122.215004
80.628006,371.941
90.874,327.49002
90.424,275.079
180.9,453.28302
744.154,402.67603
497.001,228.07599
477.89102,450.328
709.711,321.932
386.091,456.851
211.62599,372.712
335.988,568.01697
121.658005,213.194
466.51602,313.509
232.308,457.549
747.811,416.885
572.873,277.535
748.432,230.905
396.131,339.92
876.35297,249.68199
139.759,378.877
330.491,420.03702
231.17,314.558
621.724,321.258
742.794,418.28802
631.222,477.45
485.211,328.93802
340.655,363.63202
189.571,242.538
55.385998,241.10199
162.616,379.544
77.836006,330.228
770.904,312.892
182.843,408.67502
641.823,254.03299
351.276,527.734
406.04,319.552
510.65,404.06702
479.09302,303.366
230.552,370.487
420.371,546.25
195.595,447.94302
624.401,353.815
202.552,316.86502
170.914,298.609
495.56302,466.879
189.575,497.922
790.725,365.36102
535.37396,355.198
612.363,398.203
455.57,190.347
363.47702,367.535
440.53,464.479
231.275,450.708
704.584,164.568
170.112,399.864
527.151,290.42102
664.821,402.33902
442.696,293.316
456.321,259.48502
293.922,384.189
819.113,267.643
789.464,152.83
540.569,182.254
322.45502,459.504
357.691,441.492
490.07,590.332
205.971,345.578
163.54999,253.74199
50.931,370.789
409.82602,408.93402
171.63199,273.353
411.25,309.54202
791.3,352.55402
451.855,273.26102
264.10602,467.259
473.40002,258.113
74.585,267.708
486.19,417.10703
134.183,221.69499
441.72,451.99402
114.255005,233.25499
476.341,254.09
171.775,303.35703
201.17099,263.271
480.733,253.43399
178.801,280.777
225.642,444.281
695.09296,352.728
743.657,317.29602
490.117,280.939
427.549,603.76495
663.471,296.101
732.152,379.54202
459.21902,216.62
344.06802,528.66797
760.537,176.763
648.05597,139.002
514.45996,415.868
310.501,327.713
533.298,217.357
484.09802,445.229
230.483,413.586
492.652,320.771
820.964,281.254
343.901,545.443
418.54202,391.23502
34.711998,447.69702
703.175,298.91302
351.73602,401.518
781.096,200.2
733.41595,252.413
274.699,391.217
199.57799,440.545
565.81195,178.616
174.53499,218.122
286.354,353.91302
366.808,298.526
280.901,368.39902
215.898,276.545
749.747,179.497
459.89102,253.832
528.68,188.94499
53.974,372.98102
667.68896,428.41302
658.997,307.752
748.19995,359.58002
295.307,606.38696
419.80402,373.65802
87.671005,351.20602
428.945,282.43802
450.143,400.767
415.177,321.64
663.12695,167.58699
789.596,391.411
713.157,219.592
302.33102,295.388
582.331,456.66602
725.305,194.51999
69.704,361.522
422.157,303.18402
440.866,385.42902
474.0,504.506
384.98602,308.42502
715.75696,257.66
600.079,298.20102
666.042,353.571
234.79399,343.83002
426.023,319.557
719.04297,166.11299
291.254,286.588
131.06999,333.354
614.20197,278.143
638.30597,354.96002
417.062,469.26602
394.263,458.976
417.573,456.755
184.549,352.41202
490.574,449.139
308.191,196.989
285.605,319.151
206.856,279.742
304.94302,428.747
486.23502,270.138
799.339,269.129
433.196,327.281
488.039,333.26202
682.26996,174.984
335.385,438.47702
312.765,288.821
710.28595,187.739
469.90802,432.19202
517.638,447.644
472.28,399.547
592.365,419.53702
523.32196,386.39902
472.41,582.605
418.79602,287.314
733.67096,330.496
160.025,349.394
311.93402,358.90802
381.794,550.579
152.33499,298.614
556.188,217.769
469.273,447.14102
669.367,496.739
464.263,263.698
595.49896,317.491
54.149,314.709
297.091,425.96402
669.97,271.37402
527.568,166.918
396.98602,469.66702
464.683,237.86899
510.811,323.39502
109.298004,355.717
273.625,574.982
753.375,296.125
120.060005,302.006
100.977005,402.73602
316.626,541.954
652.734,150.747
667.303,362.543
284.289,413.41
291.828,460.32602
485.00702,435.32602
790.224,318.91602
176.08699,242.511
643.774,408.631
396.047,399.855
111.232,326.84402
528.391,264.26
487.027,147.79599
39.26,391.84
791.819,330.932
431.05902,291.901
674.09296,383.75302
829.565,232.013
262.16602,241.099
258.841,359.471
655.946,248.332
212.415,266.7
653.414,357.711
440.036,255.01799
367.988,398.927
494.634,450.803
736.047,339.68802
825.722,229.78
648.87897,407.196
470.14902,472.01202
462.62003,349.523
442.665,149.0
792.737,219.898
529.99097,357.285
56.973,288.635
535.464,175.468
674.375,196.78099
756.099,337.93402
696.678,327.625
65.464005,375.923
468.608,259.501
278.95602,224.011
464.454,502.183
514.626,133.07199
565.52496,245.258
533.857,186.25499
232.625,436.60202
212.138,250.396
439.72202,502.544
888.372,337.241
184.861,339.086
234.15599,367.742
341.46002,396.398
249.46599,459.914
503.113,468.392
218.09099,457.742
314.342,450.51602
510.43204,170.22699
103.178,322.491
468.29102,237.159
189.70299,470.922
189.43,325.59402
629.94696,283.04202
166.218,403.46002
434.37003,279.979
771.719,299.833
209.769,395.415
113.073006,402.31
354.258,341.557
233.804,403.65002
226.256,411.14102
688.85596,361.005
525.839,286.186
457.953,470.883
48.316998,378.30402
172.612,243.81
670.79,390.73
208.63199,583.98096
518.48096,558.609
111.18301,350.497
489.03,317.726
553.1,259.876
337.384,281.23203
637.457,272.325
603.035,269.669
447.256,478.802
529.889,304.638
504.138,314.655
271.48502,454.30402
333.946,354.28
214.38899,294.901
718.407,197.567
112.563,172.493
608.099,289.202
207.19499,382.65802
484.988,291.66302
389.293,298.859
130.545,407.367
15.3289995,403.392
96.664,294.936
182.08499,387.72202
470.582,502.358
262.174,463.32
353.229,456.173
240.019,315.94202
250.978,263.358
171.047,391.384
383.52002,436.453
97.513,360.03
536.76996,380.52502
68.958,193.72699
688.22,224.959
444.035,577.592
642.52997,272.98102
299.74503,432.877
309.234,306.242
85.96,335.64502
763.94995,314.941
172.79399,394.979
684.172,302.06
210.81099,377.207
375.353,581.712
306.625,373.989
478.367,335.91302
352.48502,485.241
224.48999,225.327
533.052,140.551
150.96599,408.984
802.816,270.975
245.56999,246.959
896.099,313.49802
433.151,527.80896
310.34302,317.45602
202.74399,248.79599
269.086,489.605
540.834,489.38202
67.949005,300.385
42.025997,358.297
473.98602,153.98799
503.501,374.143
361.45,223.094
195.10199,437.872
762.768,277.00302
156.55899,245.894
438.72702,572.276
582.17596,266.517
749.62897,389.77402
705.131,170.331
783.125,236.083
381.699,462.89502
30.666,248.08
194.14099,412.64102
823.64496,309.31802
437.518,406.92102
654.70197,243.82199
185.15999,299.821
87.094,356.54602
502.965,463.36102
698.872,276.532
397.696,550.582
106.756004,392.62802
222.32399,486.918
322.465,541.951
430.971,324.07602
142.131,365.325
251.592,285.234
606.753,301.17
373.155,315.837
456.61502,454.23502
537.774,254.009
618.448,243.332
398.294,446.187
179.467,243.01799
284.047,491.763
717.42096,252.273
446.082,198.234
220.316,400.892
309.35602,413.91
285.009,470.19202
213.263,362.21002
498.29,332.165
411.45102,468.359
534.89496,227.75699
869.48,256.423
227.676,463.92
455.935,317.186
686.92395,266.79602
339.57602,193.60399
234.94699,336.004
766.466,251.118
56.461,294.68402
488.55402,413.216
374.68802,406.655
671.94995,358.789
487.392,515.204
234.68,189.90799
429.686,545.907
497.496,476.851
691.065,264.186
236.664,370.954
808.99,338.371
538.139,289.77502
750.967,209.037
406.221,252.805
454.207,332.16602
73.416,290.422
617.233,281.142
194.539,343.67603
443.385,325.207
385.75302,535.871
660.732,318.04602
62.422,322.644
469.457,438.73203
555.389,150.248
233.192,362.32202
151.019,283.786
871.47,249.606
464.09302,282.66202
598.388,454.174
336.65002,370.729
770.477,349.12402
489.26102,405.091
386.608,566.347
683.85,225.299
555.613,510.915
622.451,142.54799
87.109,284.765
546.914,266.937
358.734,578.18896
164.29199,262.449
245.956,358.92603
211.935,478.90002
617.15796,398.702
286.47,424.70502
117.303,355.366
785.40796,465.729
460.877,559.227
240.027,336.40802
523.896,357.13202
783.313,351.98203
340.946,313.642
261.101,329.11502
98.18,370.40002
35.002,280.052
468.338,305.082
533.992,48.328
273.312,471.518
804.43396,173.525
474.38,242.84799
187.998,303.99503
436.71802,214.334
170.009,421.27002
679.38,215.82399
499.536,473.62402
661.639,408.729
432.14902,247.11
213.50299,417.478
614.238,370.077
153.812,222.23799
523.319,265.875
68.129005,372.696
665.287,367.224
152.93599,322.36502
146.323,403.336
165.116,338.271
449.87402,387.368
805.16095,321.935
374.953,482.061
180.78299,350.67902
199.702,456.73203
344.10602,380.17902
298.46002,338.832
665.388,344.583
652.33795,312.11102
685.462,355.885
639.60095,407.42902
721.01,226.85399
223.34099,329.049
763.623,304.24002
29.256,382.959
753.701,325.545
395.53702,570.029
427.329,470.41302
520.61,415.308
206.57799,226.43399
754.87897,280.60602
725.25,393.846
717.509,284.428
611.313,274.289
659.92596,289.728
584.06696,420.652
730.238,305.10602
407.035,346.187
654.302,327.445
104.429,362.40802
683.789,442.117
181.40999,222.314
711.19,420.532
285.85703,233.055
358.76202,542.75696
643.984,433.392
446.233,523.425
362.463,473.953
703.576,437.575
474.105,542.81696
865.842,338.332
400.35602,380.152
74.55801,342.60202
215.22699,390.91702
195.84099,197.435
696.509,348.18002
239.317,399.211
428.314,566.24896
419.678,438.5
453.061,280.35602
302.40802,371.463
605.915,179.54599
318.427,346.035
466.80002,497.17603
602.42,293.78702
217.081,468.452
700.15295,291.41702
38.403,353.77002
87.623,330.73203
79.386,379.93002
460.026,284.29602
674.18896,314.156
107.91,270.354
289.584,362.54102
167.827,293.98102
390.002,334.064
450.267,543.5
274.543,480.14502
734.95996,375.98102
404.18002,365.991
260.047,345.49402
220.51399,332.383
224.123,431.329
326.161,331.24002
433.92102,584.336
712.708,248.03499
476.117,137.37999
332.69202,379.324
184.83699,201.052
851.72,379.95
747.69696,395.10202
426.54602,508.72202
569.435,472.13702
598.54895,254.74998
783.43896,389.363
154.737,355.307
123.616005,246.095
50.008,337.039
502.049,324.726
177.452,276.488
485.04202,298.86002
312.608,372.61102
454.336,413.758
730.019,195.346
466.832,428.11002
257.41302,500.20502
684.05096,377.5
99.024,303.87302
112.603004,267.698
73.23801,284.782
716.25195,247.551
169.625,415.806
232.442,376.92902
508.28702,334.932
379.015,459.948
346.282,347.18402
635.91595,398.38702
442.867,516.66797
232.10199,249.646
666.17596,432.53802
243.65399,355.884
809.51697,236.29
603.19,118.832
525.414,532.359
92.555,233.65399
114.814,218.304
396.773,465.44202
434.737,409.859
772.229,358.96402
120.812004,228.385
383.85,466.743
613.625,405.613
590.79297,283.75302
468.682,381.078
569.967,271.315
197.19699,291.372
364.36502,318.42603
252.73799,394.307
434.522,424.61102
549.855,286.118
318.834,504.047
454.026,470.715
595.526,90.36301
411.793,559.901
268.05902,273.858
451.121,489.27502
483.047,318.927
222.831,236.754
560.94196,282.965
152.53,333.724
360.29602,450.09802
588.56396,408.125
702.854,186.472
689.99,191.748
229.26,256.491
249.44,298.46902
182.96399,333.54102
675.41296,274.476
864.707,307.29102
212.536,450.19302
25.299,347.587
275.349,379.66202
271.898,387.47702
590.747,315.37003
58.629997,341.93002
705.12396,176.651
302.342,497.186
744.69196,175.48799
264.52502,306.156
248.756,418.009
474.483,458.045
551.576,432.86102
437.229,294.47
12.965,454.638
96.957,347.60202
372.789,390.12402
325.27502,335.698
765.362,292.281
363.004,349.63602
376.66702,398.00702
849.307,312.496
348.574,430.717
255.84898,283.915
230.443,418.07602
433.702,388.008
37.108997,323.488
394.863,299.28
371.703,437.33102
692.026,232.653
451.27402,551.84796
376.321,328.273
818.20496,262.54202
456.238,466.763
103.01601,392.273
330.521,517.84796
305.67502,353.463
442.049,251.319
403.545,343.989
243.64699,477.808
225.206,424.78802
353.053,373.954
156.194,377.41302
352.321,545.162
398.548,310.24503
345.59402,445.767
168.84,452.346
252.86,331.476
639.18,370.226
530.27997,198.64499
782.6,296.2
702.375,263.726
198.69499,288.035
494.902,131.2
273.60202,303.863
676.26,365.026
741.321,185.45299
795.384,338.34702
388.71802,533.47595
362.328,425.582
349.2,488.29202
604.315,363.05103
705.654,419.966
159.804,322.557
426.03,474.863
493.687,537.105
833.342,230.31
568.32495,453.914
810.36597,220.478
140.04399,347.221
533.011,267.24002
314.18402,534.501
745.378,224.13199
244.04399,389.444
539.613,222.396
164.045,307.069
228.219,468.631
710.336,384.75
590.72797,484.595
261.696,245.498
625.35596,399.465
643.112,336.108
459.931,496.445
587.73,354.35602
473.38602,305.63
748.95996,448.87402
624.144,257.97
743.43097,423.228
699.497,268.23203
468.432,265.894
759.159,167.67099
746.21497,207.51599
71.629005,382.091
381.414,302.40802
462.006,299.612
357.71002,536.91
559.04895,210.659
327.02002,474.725
494.814,138.538
664.357,188.437
457.983,457.961
484.29102,409.48203
733.18097,399.945
481.659,293.49402
692.162,256.19302
301.92,404.226
627.984,343.73102
702.368,212.902
682.8,235.593
718.828,260.56702
391.461,385.532
674.21295,369.164
438.57202,523.48596
617.773,434.20502
265.29202,330.971
150.801,345.837
216.17499,299.781
545.295,235.07199
263.113,613.08795
477.40402,373.039
551.157,382.431
508.661,345.294
175.215,305.00302
477.721,198.872
518.57495,368.84302
720.164,256.07202
590.708,400.225
418.487,646.51
152.80899,318.19
506.001,363.712
627.716,245.515
234.694,430.657
446.55902,491.018
179.709,438.561
579.68896,304.71902
504.681,532.444
865.56696,266.752
458.76,463.19302
735.821,221.702
235.693,307.293
145.027,394.64102
385.19,498.24802
266.655,286.36102
193.00499,349.24802
486.58102,421.13202
229.482,243.43
433.56,475.40802
306.225,238.57799
111.32,323.57602
280.937,594.625
812.13,299.747
474.34802,331.237
550.846,346.81
133.75699,342.47702
216.482,346.627
357.868,401.855
378.41302,429.43402
830.852,210.137
262.683,349.58502
652.321,251.847
129.52199,256.862
521.54297,342.092
132.036,330.709
136.0,307.307
343.247,483.98602
799.76996,417.083
737.586,297.13
521.20197,271.064
566.946,291.446
799.566,248.861
761.271,243.797
854.016,286.203
642.46796,366.96802
398.368,503.12003
91.781006,238.888
729.352,217.077
503.449,414.803
210.746,269.129
51.67,311.70502
138.431,375.191
763.009,351.42902
640.75195,342.418
419.797,346.42502
132.517,249.99399
621.988,479.74902
721.959,153.165
187.504,296.587
853.009,306.591
444.919,248.601
208.47,494.06
705.08795,295.09702
775.897,238.706
306.95602,470.39902
232.54199,499.35602
437.582,365.789
591.755,294.996
342.07202,346.95602
526.50195,371.80002
742.214,437.48602
621.41797,222.455
451.104,524.79895
341.976,390.55502
336.52002,331.802
698.23596,235.94699
181.29199,177.01599
221.06299,205.836
679.169,258.83902
96.437004,320.523
759.547,387.867
412.42,548.774
524.36,199.361
465.669,384.34802
649.333,341.298
784.92596,371.849
614.597,271.734
521.893,155.47699
834.45996,303.73203
446.96002,339.05902
449.66302,378.393
654.35596,506.42102
822.52997,263.58902
161.90799,405.45602
797.657,273.806
128.802,349.588
514.33496,224.847
476.01102,382.321
205.48999,242.724
366.57,328.02902
430.229,345.5
32.459,367.01202
251.873,239.47299
505.142,142.237
293.717,371.07602
576.51,143.25099
400.566,366.446
490.355,367.808
672.677,362.264
104.715004,231.51399
275.346,442.34702
224.02199,287.57602
573.25195,98.606
281.963,539.24396
64.798004,413.152
742.766,284.799
192.905,400.096
131.603,339.592
412.36002,442.513
90.615005,319.897
478.01602,482.89102
469.35703,401.56302
207.722,315.952
502.544,394.321
368.07,403.479
454.0,375.50302
504.03,585.935
589.537,324.87402
807.63995,299.25
591.095,266.82202
461.031,430.151
81.962006,265.116
660.821,347.549
455.323,461.532
342.574,351.16602
113.526,261.601
667.526,437.33102
730.097,169.217
675.17896,166.72899
496.008,384.946
519.475,236.012
278.268,355.682
123.954,185.924
509.978,158.09799
116.772,399.064
357.58902,446.28
394.974,556.359
547.91797,358.44
648.845,532.98
108.007,463.18402
294.627,311.703
751.358,204.35199
141.215,214.202
542.25195,217.847
339.225,527.662
309.902,478.03802
405.569,336.16302
403.939,386.665
507.528,419.521
516.99396,437.105
121.149,335.41702
766.66595,405.799
304.381,475.161
217.277,264.54102
619.938,316.08902
231.52899,358.489
764.81396,210.493
380.72,512.57996
622.52795,276.49902
545.70496,281.062
273.18802,292.587
532.988,500.452
569.053,398.52902
261.092,337.02902
248.22499,368.32202
743.01,292.138
551.74396,216.43199
592.26196,338.148
467.06702,475.247
15.750001,341.397
213.35399,423.935
442.55103,342.161
661.74396,380.087
436.281,290.76
111.927,425.635
422.224,522.483
340.829,495.27002
169.45999,386.31802
558.391,448.307
802.143,274.6
497.717,410.315
75.04401,317.237
633.203,264.087
645.05,344.987
504.30002,454.799
165.634,432.42502
171.95,365.603
448.933,454.295
230.194,262.066
20.262001,369.37302
563.617,250.236
353.37802,452.31
102.590004,253.68599
526.19196,341.896
74.957,244.482
321.147,482.914
276.48102,288.409
760.62695,231.547
471.89,496.906
53.634,342.52402
189.34,219.79799
206.364,368.939
564.691,138.777
338.16,351.27902
535.28595,319.488
469.005,254.92299
273.17,415.11102
593.51196,312.884
184.109,248.47299
240.468,276.24503
514.071,241.887
371.13602,283.334
162.595,415.008
396.989,523.432
574.505,402.247
269.49902,258.99802
550.935,267.677
806.315,307.87802
157.885,416.582
246.284,193.013
535.10297,306.81802
487.476,240.03499
161.191,308.47702
125.72401,389.93402
647.698,351.316
497.16202,364.366
526.04596,137.96399
539.988,459.009
784.41095,240.523
451.073,297.88602
544.211,240.041
492.12802,455.25302
126.51101,260.799
732.58795,142.93799
62.415997,407.629
615.863,319.02502
279.763,316.18002
200.506,452.935
853.349,254.62599
715.313,208.22299
807.797,270.687
353.539,560.89996
284.26602,328.83902
307.49802,333.957
372.411,399.946
366.285,544.884
437.41302,239.036
519.321,278.896
268.424,362.398
505.49002,225.39299
603.56696,346.49002
366.842,244.151
107.986,341.448
135.595,407.67
229.89099,424.71802
665.675,395.56702
890.003,270.018
98.41,299.099
369.38202,429.431
62.320995,283.21002
230.073,348.902
737.281,448.651
193.392,183.24199
