n,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
6,184.35461,44.080376,184.44844,43.2146,184.40259,43.1613,183.35681,43.029655,182.68523,44.35257,183.32037,44.767822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,316.26422,97.799164,316.22617,98.05547,316.80307,98.79563,318.703,98.346054,318.86716,97.33942,318.64578,96.95065,317.7105,96.5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,658.4643,111.05166,660.52313,111.294266,661.1327,110.38283,660.5763,109.22638,659.2202,109.19519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,257.9745,134.94249,258.43085,135.60437,259.124,135.52138,259.96024,133.94928,259.02087,133.47217,257.8646,133.79623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,338.71823,131.7189,338.90588,132.98517,337.41312,133.05779,336.94556,132.08597,337.2404,131.731,338.5327,131.56334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,418.99872,19.868465,418.06232,20.492401,416.87485,19.714794,417.56232,18.286999,418.42935,18.452385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,585.7836,21.198503,586.1701,21.03857,587.7354,21.899055,587.7462,23.054535,586.2901,23.873823,585.05286,22.488592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,535.5383,107.071144,535.1559,106.774605,535.323,105.402985,537.21936,104.58101,537.98096,106.50566,537.6652,107.08662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,581.0266,163.55484,579.47705,164.44357,578.5256,163.83813,578.765,162.68204,580.50415,161.82141,580.8341,161.92845,581.2984,162.91959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,516.74255,177.92455,519.4425,178.16003,518.8008,181.18784,515.64014,180.3193,515.579,180.16641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,453.09406,173.08707,452.26062,173.82675,452.71198,179.02325,452.83276,179.06946,457.8603,176.40056,457.77542,175.31102,456.17484,173.52544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,315.4655,1136.6796,320.0014,266.74506,324.0102,201.45505,325.38324,196.03294,326.82864,195.92082,328.43048,203.85945,329.4426,221.21066,317.00732,1543.7325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,597.78516,189.62619,595.4929,189.74161,594.61816,190.79112,595.9674,193.34544,597.40814,193.24706,598.3186,190.27664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,136.22493,98.90929,136.79257,99.50734,136.70743,100.39815,135.81473,100.66702,135.22635,99.38594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,185.63452,183.62625,185.44025,183.68051,184.6402,183.34178,184.24568,182.90424,184.7396,181.96759,185.81844,182.15436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,388.73248,131.58658,388.46793,132.17705,389.2246,133.07191,390.52673,132.94946,390.24054,131.59753,389.59695,131.30635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,286.56625,72.03531,288.84863,71.38675,288.84656,71.29462,287.6887,69.55469,287.1826,69.62577,286.31366,71.45978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,427.7394,185.09207,429.0406,184.14854,427.94098,182.98462,427.51666,183.01443,426.7414,184.11737,426.93793,184.68843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
