n,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
6,765.6596,227.1888,764.2197,230.69849,768.47504,232.40659,770.1649,230.54575,769.00446,226.83675,768.48566,226.49184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,512.01825,620.58356,522.32526,627.9988,515.95013,643.6151,505.27795,643.3421,498.98914,635.9758,499.7244,626.3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,742.0467,348.1718,745.6419,350.9386,743.1533,354.00476,738.88904,352.03476,738.698,351.43628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,271.11826,386.36417,275.57028,387.16968,277.35123,385.44733,273.81714,382.1974,270.95343,385.21094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,601.7471,333.97592,603.275,338.18524,606.1176,338.823,607.6346,336.93933,605.2763,332.8033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,459.88086,179.98929,460.17972,180.39276,463.75766,181.43896,466.994,179.5278,466.70804,176.77406,462.31088,174.52347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,84.58761,417.57816,85.07542,422.3141,86.891106,423.04297,88.9684,422.42657,90.36942,419.5596,87.760925,416.36368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,532.37787,361.6626,534.49,362.1638,536.3093,359.9567,534.4107,356.91183,533.4062,356.77612,530.9135,358.11942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,539.2519,208.12823,539.0025,206.72581,543.6073,205.53056,544.0409,209.61984,542.0287,210.48793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,298.04846,527.4933,294.95752,524.9231,293.43527,524.9794,291.28442,527.5334,291.51694,529.7261,294.7042,531.70575,298.17108,528.3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,198.27472,418.7264,197.54875,416.87433,200.48372,414.61044,202.40758,415.90976,202.35313,417.13605,200.14464,419.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,288.74216,488.03357,292.59888,485.29733,293.87363,486.79855,292.56265,491.42114,291.79578,491.64597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,325.37546,471.14105,325.61807,471.24945,326.88382,474.63663,324.47064,477.42114,321.21826,474.92648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,195.59026,333.92767,196.22719,333.95227,197.41365,335.2994,196.80678,337.9262,194.06009,338.43848,192.67116,336.81287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,43.219105,189.59346,43.772755,190.30797,42.409954,202.77408,35.281578,203.8006,27.694662,197.61255,27.924717,189.0557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,445.52808,537.8493,449.4011,538.44666,449.0256,540.9628,444.9065,541.3138,444.50317,540.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,80.55418,384.44046,77.87984,386.81213,77.86693,386.86456,78.24865,387.6014,81.97244,389.02292,82.53486,388.73764,82.617645,385.07358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,518.9493,152.21603,520.4279,149.93349,523.3823,149.35239,525.99677,153.48283,523.54395,156.0448,519.2449,154.64969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,516.08795,509.7254,521.5284,509.86295,520.54724,502.59598,514.44885,506.69376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,488.6015,368.65802,484.39392,365.91364,488.49188,363.1499,491.40405,365.05942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,598.8636,100.466606,601.60425,101.87266,606.83386,100.2158,608.14044,93.72796,600.6926,92.66232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,637.70636,429.1685,638.0337,428.31357,635.8913,425.15872,633.991,425.24808,632.4486,428.27832,633.38995,430.16098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,486.19058,338.35187,489.585,340.56552,489.32886,342.86487,484.3752,344.5336,482.7733,341.45935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,161.92986,451.53757,160.6502,451.3107,160.28201,450.89624,160.11148,446.50284,161.55017,445.17615,163.721,445.81625,164.23944,449.89566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,278.17355,614.8162,294.7465,608.9041,297.03665,623.7375,290.10928,626.5243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,541.60095,429.82962,544.25714,427.5643,541.3347,423.2022,537.7195,427.2994,537.9086,428.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,314.99463,433.59885,311.9508,433.26776,310.11243,430.71698,313.9372,427.718,313.96332,427.71478,316.64218,431.30145,316.2296,432.83313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,524.947,434.03973,526.3822,429.9223,524.4993,428.5702,521.0198,429.0296,520.6632,432.2156,522.8249,434.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,604.7104,166.686,605.08167,164.15393,602.7022,161.20772,598.85986,161.94081,597.57056,164.07823,598.0833,166.87889,602.5956,168.00908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,543.303,502.73962,541.178,499.25388,536.78613,500.53445,537.19794,506.07013,540.5811,506.81927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,406.9973,340.3103,407.51877,344.829,405.2713,346.015,403.8713,345.49677,402.50385,341.24017,402.84375,340.83105,406.59756,340.0982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,619.00507,385.6658,620.0739,382.03226,620.4961,381.8567,624.14795,382.69302,624.9888,384.11014,624.68225,385.72784,620.4218,387.1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,670.92755,405.86615,668.45624,402.15027,673.3545,400.69272,673.5602,400.96124,673.69434,404.83786,672.56946,405.8631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,441.3786,284.64072,441.38724,284.6847,439.8327,289.04172,436.60437,289.89462,436.1852,289.7669,434.81473,286.41608,436.16113,283.8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,504.64548,341.10712,501.6605,343.16595,498.49573,341.43054,501.15244,336.91147,501.99448,337.20468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,86.92495,296.79187,86.960045,297.11218,91.159836,297.83624,90.96547,293.03162,90.69926,292.841,89.42073,292.81247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,634.107,415.095,634.5154,419.4369,632.9758,420.1893,629.9594,418.93307,628.95105,416.594,631.87555,414.25812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,401.0717,365.53152,397.6119,365.1223,396.1218,362.70337,397.656,360.9026,400.79422,361.05664,401.98065,362.67416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,293.59265,409.77298,291.97632,412.32785,288.21155,408.1407,289.97025,406.5208,292.4044,406.84482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,474.19565,313.28015,475.23883,310.88953,476.97098,310.27277,479.0838,311.1529,479.80093,313.46652,477.7023,316.11063,475.40915,315.9781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,228.9253,420.0129,228.76532,419.9974,226.1344,415.92926,226.90068,415.06403,228.64522,414.7291,231.48524,417.39322,231.32825,418.31656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,626.46106,360.66455,624.4696,358.1499,622.39124,357.89752,620.15063,359.036,621.3554,364.63892,626.4552,361.90778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,736.1223,136.49077,733.3586,135.6901,728.30493,139.19536,728.66364,142.46558,734.03815,144.50435,736.69385,137.26898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,116.85616,375.2089,118.35484,374.47852,118.700874,371.61362,118.063354,370.93655,114.832,370.821,113.637,373.20587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,113.10788,197.99448,112.360115,197.3253,114.666275,189.92833,120.8586,193.11113,120.01547,196.87947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,652.5748,259.59967,656.3489,258.97998,656.0174,255.2502,651.5747,255.88237,651.6687,258.90103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,430.57788,244.02495,432.6161,245.32074,432.6883,248.53487,432.47043,248.83546,429.02917,248.892,427.81546,247.78928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,649.7482,398.1292,650.3216,397.87695,653.3992,402.11377,652.73126,403.3622,648.6404,404.19324,647.62103,403.56454,647.5836,403.4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,839.0578,381.5226,841.5905,377.747,841.92285,377.6277,847.9311,381.48083,846.877,385.43777,841.0247,387.0331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,425.60422,528.9994,425.56638,531.0336,424.54477,532.2155,421.43842,531.5644,420.851,529.5264,421.89523,528.13007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,257.2327,440.3521,252.26627,442.20853,253.47337,444.54276,257.35846,444.9175,257.8038,444.32547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,421.89972,568.60284,422.72913,568.6049,425.5737,565.78046,424.84674,563.9306,422.41473,563.41486,420.45877,564.8485,420.6031,567.24005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,24.916712,422.46826,29.050158,421.8311,33.635643,427.1078,33.431732,429.5608,29.35328,430.92816,24.8261,429.00784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,97.01737,190.95839,96.15801,199.00185,95.8739,199.21751,89.664925,197.5338,88.265625,192.19302,89.21506,191.09178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,702.1056,209.87503,700.67456,208.52977,700.4384,207.42633,704.9491,203.14487,707.38556,206.93869,707.03284,208.3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,470.48642,263.84024,471.2149,267.87265,471.74265,268.39078,473.18854,268.6485,476.3839,265.1189,475.4335,262.6314,474.71866,262.4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,196.83202,420.7982,196.97685,421.62854,199.20958,423.33423,201.18913,423.081,201.84923,422.5246,200.14464,419.0179,198.27472,418.7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,490.402,381.0167,492.76617,377.33432,493.13242,377.39,495.27853,380.54758,492.9432,383.27567,491.42752,382.81177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,879.6165,389.0468,880.1748,387.34457,876.9001,382.51785,866.02936,382.09595,865.62396,382.30884,868.76056,394.1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,761.25903,230.24556,758.62506,232.12761,759.08264,234.96782,763.21277,236.27422,763.29944,236.24402,763.9625,230.83134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,504.47916,260.86414,507.8696,261.15057,509.1446,258.33228,506.54672,256.09958,504.108,257.73428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,753.1096,393.0278,756.62146,391.1069,755.7003,387.50507,753.32227,387.737,751.13727,391.52618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,167.57715,323.13937,169.30635,324.44565,168.57236,327.96478,165.36513,327.65683,164.82996,325.22952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,389.81262,559.58826,389.56985,557.5591,388.33145,556.92163,384.77347,557.6276,384.54367,557.9289,385.00412,560.72144,387.02094,561.97577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,717.8064,277.95374,716.1038,274.23163,715.24457,273.75717,713.7552,274.09015,712.6858,277.426,715.3964,279.57047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,150.47649,490.31534,154.56708,493.1187,154.97348,495.81302,151.58925,500.57013,144.76857,496.7759,144.24634,494.47888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,880.9841,277.05844,879.1955,275.5715,878.7443,272.90906,881.3172,269.27805,885.76733,269.9352,887.439,275.15488,887.3762,275.28552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,727.9813,331.8423,728.1661,330.78555,726.21375,327.68787,723.0557,327.38806,722.12006,327.958,722.86884,331.4815,726.8104,332.51865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,109.51558,236.10406,107.17252,232.4566,109.70482,229.86475,112.31178,230.50223,112.58008,234.79993,110.49822,236.3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,489.90363,541.13654,488.00644,541.838,486.71887,544.8019,488.36676,548.14484,491.14426,549.0222,493.45322,547.4047,494.0454,544.8524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,229.26653,428.76752,229.90408,426.59552,228.8861,424.94147,227.35431,424.688,224.86697,426.6253,224.84941,426.79453,226.64899,429.10672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,726.36224,406.7342,722.06445,404.10623,719.1993,406.86612,721.3838,412.25055,725.3874,410.95676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,773.3633,317.08386,773.23553,322.31375,776.6204,322.72128,777.77856,318.57025,773.7476,316.7641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,795.67053,336.0717,793.72766,338.64865,794.77856,341.60745,795.13885,341.77353,799.37756,339.09592,797.5651,336.2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,155.93546,431.5941,152.70644,432.38382,150.57043,428.93463,150.67276,428.58466,154.73755,427.025,155.36151,427.2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,196.9151,404.266,197.66524,401.1976,200.89989,401.6127,201.50922,402.82816,199.7182,405.37378,198.12526,405.50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,481.83932,519.5432,481.45065,516.8683,482.92584,515.7392,485.66254,516.1161,486.3654,517.11414,485.29025,520.5251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,397.89645,495.69608,397.90958,498.22165,399.49008,499.41714,401.47324,499.30185,402.31378,496.07324,400.59314,494.5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,792.6558,371.09894,795.9082,368.194,799.70807,368.963,800.3604,373.59476,799.00885,374.40234,794.89545,374.1344,792.6184,371.9128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,567.0167,351.88666,564.6291,352.36792,562.5083,348.8073,564.24316,346.2161,567.76825,346.24698,568.58594,347.0589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,197.75621,375.72375,196.69273,377.43085,193.1037,377.8176,191.13876,374.9733,194.67047,371.89224,195.28836,371.93542,197.65474,374.13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,155.03125,363.63974,155.20535,364.37683,154.61919,366.0002,150.15623,366.00977,150.41171,362.50903,151.69112,362.14713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,854.97736,342.3524,855.8965,340.01614,855.2884,338.69843,849.3112,337.83417,847.73846,341.11478,848.41675,343.12457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,730.4867,300.2777,727.1805,299.43127,725.5094,303.33185,730.08594,304.74033,731.21313,304.24054,731.3494,303.98868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,161.64076,340.09134,162.8115,338.56277,166.16245,341.41083,164.41093,344.15704,162.15393,344.44278,161.8553,344.1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,193.26134,296.2417,191.32645,293.9224,187.69092,294.196,188.91942,298.72964,188.96939,298.74426,192.8559,297.00427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,641.90295,197.44635,642.331,200.16682,638.4668,202.27667,636.5184,201.2483,636.6139,197.58969,641.1333,196.7702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,808.68274,348.53815,807.21967,352.60114,806.53613,352.83475,803.1116,351.54095,804.05035,346.41293,806.4748,345.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,293.32623,301.96915,291.34183,299.36975,291.4678,298.44525,296.1222,297.1524,296.73077,298.11212,296.62497,299.50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,370.4246,552.5,371.98834,552.5351,373.73254,550.04236,371.68585,547.7663,369.67722,547.94006,368.77466,550.37915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,10.087612,232.22533,10.069806,244.83376,-322.82562,227.89114,-352.80096,225.81581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,801.0219,303.8419,805.37683,303.88303,806.6267,305.0057,806.6751,305.87015,804.18933,309.1659,801.13916,309.14688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,656.95026,286.6835,660.8113,281.71277,663.8905,282.13153,664.13763,282.8617,662.2296,288.27438,657.0866,286.9495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,88.21077,205.33212,86.67371,201.46812,89.664925,197.5338,95.8739,199.21751,95.18437,204.21208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,512.741,393.29855,511.17398,391.88327,513.46515,387.61786,514.88165,388.33682,516.428,391.6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,672.77203,420.4067,675.94995,420.2158,677.13184,424.78967,674.8832,426.2378,672.9872,426.07462,671.91644,424.79407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,249.92128,298.4789,247.46375,294.68845,244.24738,295.75958,245.12112,299.43735,249.62172,299.1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,397.80298,189.9538,404.29202,188.18834,406.92416,194.84457,405.49542,197.02194,399.5808,198.18118,395.81128,195.25252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,387.72372,378.3798,389.1066,382.1542,384.32614,383.23917,382.5361,381.5024,382.6913,379.50916,384.31036,377.95038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,211.46754,373.37234,208.58705,372.34567,208.42676,369.10483,211.05037,367.95218,213.4176,370.87146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
