x,y
-21381.408,61562.812,-15641.826,55569.535
42543.934,-316.31448,20286.535,-19610.219
42914.06,-0.0,42543.934,-316.31448
4876.5107,66.87677,20286.535,-19610.219
42421.285,435.0162,42914.06,-0.0
40903.934,1781.1924,42421.285,435.0162
4877.242,82.48909,4876.5107,66.87677
4935.9062,126.75898,4877.242,82.48909
-137.91898,39441.316,-15641.826,55569.535
-137.91898,39441.316,676.8993,38599.8
4867.1504,217.91206,4935.9062,126.75898
4806.878,597.043,4776.7905,560.5432
4832.907,603.2342,4806.878,597.043
4893.007,532.3737,4832.907,603.2342
4914.5635,531.0513,4893.007,532.3737
4919.1475,533.4254,4914.5635,531.0513
4893.6606,446.74103,4914.5635,531.0513
4901.768,413.43085,4893.6606,446.74103
13087.238,139.31221,4935.9062,126.75898
22298.021,40.010048,42543.934,-316.31448
22298.021,40.010048,13087.238,139.31221
6780.2,443.7313,4919.1475,533.4254
6780.2,443.7313,4901.768,413.43085
6780.2,443.7313,22298.021,40.010048
-2543.608,939.4261,-18815.691,1036.3699
-18810.912,764.1912,-18815.691,1036.3699
5804.639,-32220.502,20286.535,-19610.219
5804.639,-32220.502,4053.0652,-33759.8
4829.142,149.45255,4877.242,82.48909
4840.05,204.78249,4867.1504,217.91206
4840.05,204.78249,4829.142,149.45255
4113.2637,1690.4873,4103.865,1762.5665
4104.232,4859.892,4103.865,1762.5665
4136.5977,6940.7905,4104.232,4859.892
5154.316,680.1611,4957.6055,662.09607
8176.279,679.15076,42421.285,435.0162
8176.279,679.15076,5154.316,680.1611
21076.932,1463.8778,40903.934,1781.1924
4746.986,565.96545,4776.7905,560.5432
4913.895,559.8128,4919.1475,533.4254
4937.4927,649.0119,4957.6055,662.09607
4937.4927,649.0119,4913.895,559.8128
4839.6772,610.60004,4832.907,603.2342
4824.8066,459.64124,4893.6606,446.74103
4826.271,517.06226,4893.007,532.3737
4826.271,517.06226,4824.8066,459.64124
4800.8887,529.2154,4776.7905,560.5432
4800.8887,529.2154,4826.271,517.06226
4919.052,270.34952,4867.1504,217.91206
4925.5693,273.00677,13087.238,139.31221
4925.5693,273.00677,4919.052,270.34952
4891.149,397.88663,4901.768,413.43085
4891.149,397.88663,4925.5693,273.00677
2221.003,-1384.4883,2117.0422,-6717.173
2221.003,-1384.4883,2220.172,-517.16895
2154.763,23.375172,2220.172,-517.16895
2029.303,-516.9252,2117.0422,-6717.173
2035.1715,-383.2696,2029.303,-516.9252
2006.2874,34.93966,2035.1715,-383.2696
1951.7681,17.205488,2029.303,-516.9252
1989.2441,46.614506,2006.2874,34.93966
1989.2441,46.614506,1951.7681,17.205488
1986.4259,58.045307,1989.2441,46.614506
-573.52106,1013.91754,-2543.608,939.4261
-114.28979,1004.5972,10.548738,945.5755
-114.28979,1004.5972,-573.52106,1013.91754
-18802.172,197.99901,-18810.912,764.1912
2023.6852,-26687.3,2117.0422,-6717.173
2023.6852,-26687.3,1991.4613,-35656.293
-14.332319,620.19855,-18810.912,764.1912
20.273083,590.51886,-14.332319,620.19855
3395.8215,27.548483,3443.4355,-43.577778
3178.668,-5537.2407,3443.4355,-43.577778
3157.5044,-4432.4897,3178.668,-5537.2407
3031.2322,-900.25665,3157.5044,-4432.4897
2800.3086,-34898.594,1991.4613,-35656.293
2800.3086,-34898.594,2626.0261,-4399.187
3063.2722,-34655.438,4053.0652,-33759.8
3063.2722,-34655.438,3178.668,-5537.2407
3063.2722,-34655.438,2800.3086,-34898.594
2548.8396,-853.96277,2626.0261,-4399.187
4750.913,-1435.9751,5804.639,-32220.502
4122.975,1668.2007,4113.2637,1690.4873
4122.975,1668.2007,4130.1313,1564.865
3856.7505,1659.3508,4104.232,4859.892
3816.6492,1607.9656,3856.7505,1659.3508
3903.4004,1607.4066,4103.865,1762.5665
3903.4004,1607.4066,3856.7505,1659.3508
3812.0151,1607.954,3816.6492,1607.9656
2433.3157,1471.6675,2388.2795,1469.4176
2452.4668,1494.9133,2433.3157,1471.6675
2898.5005,1716.0149,2974.1738,2949.1836
2841.8289,1616.3315,2882.6265,1546.6561
2841.8289,1616.3315,2898.5005,1716.0149
4908.2656,645.4458,4937.4927,649.0119
4869.7246,621.4761,4839.6772,610.60004
4882.4434,617.6537,4913.895,559.8128
4882.4434,617.6537,4908.2656,645.4458
4882.4434,617.6537,4869.7246,621.4761
4762.837,477.485,4800.8887,529.2154
325.80252,3499.8105,-137.91898,39441.316
1275.8145,1649.8927,1289.4934,1664.1075
2175.8464,51.386173,2154.763,23.375172
2346.4587,8.187134,2221.003,-1384.4883
2346.4587,8.187134,2317.4778,32.05389
2378.0132,40.45891,2346.4587,8.187134
2111.311,38.52778,2154.763,23.375172
2116.585,73.047325,2111.311,38.52778
1718.4896,314.66187,1699.425,282.1066
1718.4896,314.66187,1748.1562,299.7162
1954.6246,80.39421,1986.4259,58.045307
-751.22614,4583.4243,-15641.826,55569.535
43.911724,1567.8036,-751.22614,4583.4243
69.67112,1554.0044,43.911724,1567.8036
76.216545,1562.1455,69.67112,1554.0044
-18872.959,2626.0867,-21381.408,61562.812
1077.165,958.6199,1078.2853,960.9143
759.7401,899.4444,708.11926,937.7664
759.7401,899.4444,818.5287,954.0663
749.85077,842.6892,759.7401,899.4444
1013.5046,900.3849,1034.6832,815.29974
1015.9899,901.44916,1013.5046,900.3849
1042.6915,944.8134,1077.165,958.6199
1042.6915,944.8134,1015.9899,901.44916
1021.12366,801.48865,1034.6832,815.29974
69.296776,1065.6211,-114.28979,1004.5972
92.19702,1057.6681,69.296776,1065.6211
114.81174,1067.1835,92.19702,1057.6681
143.25027,1151.2063,114.81174,1067.1835
111.038734,990.85156,92.19702,1057.6681
81.08019,951.54895,10.548738,945.5755
81.08019,951.54895,111.038734,990.85156
172.8522,1370.2227,171.96028,1366.445
142.33562,1393.9578,172.8522,1370.2227
134.75215,1364.7184,142.33562,1393.9578
199.42282,754.25037,178.49951,775.91125
668.63837,911.673,708.11926,937.7664
670.01587,878.86664,749.85077,842.6892
670.01587,878.86664,668.63837,911.673
670.01587,878.86664,648.9433,864.6802
723.0837,668.3273,715.2489,773.75854
723.0837,668.3273,744.1157,664.7368
699.5388,653.71564,723.0837,668.3273
699.1579,634.953,723.9032,614.2014
699.1579,634.953,699.5388,653.71564
-1377.0917,358.87006,-18802.172,197.99901
-1036.1361,351.0812,-1377.0917,358.87006
-11.169287,442.07828,72.74069,400.89896
-11.169287,442.07828,-1036.1361,351.0812
2.8511055,536.6902,20.273083,590.51886
